sequence_id	protein_id	start	end	strand	average_p	max_p
BA000007.3	BA000007.3_236	273792	275552	+	0.021767063181693178	0.021767063181693178
BA000007.3	BA000007.3_237	275536	275706	+	0.01936342451316785	0.01936342451316785
BA000007.3	BA000007.3_238	275754	276017	+	0.022466414121210438	0.022466414121210438
BA000007.3	BA000007.3_239	276198	277370	+	0.02525218827356	0.02525218827356
BA000007.3	BA000007.3_240	277488	278258	-	0.013114039662780647	0.013114039662780647
BA000007.3	BA000007.3_241	278412	278885	+	0.016860946497920318	0.016860946497920318
BA000007.3	BA000007.3_242	278928	281372	-	0.012872936386434672	0.012872936386434672
BA000007.3	BA000007.3_243	281612	282190	+	0.004630124497645699	0.004630124497645699
BA000007.3	BA000007.3_244	282295	283062	+	0.011409930447781604	0.011409930447781604
BA000007.3	BA000007.3_245	283033	283773	-	0.00724802735871064	0.00724802735871064
BA000007.3	BA000007.3_246	284208	284468	-	0.01155101153478078	0.01155101153478078
BA000007.3	BA000007.3_247	284654	285427	+	0.004770865253350709	0.004770865253350709
BA000007.3	BA000007.3_248	285603	285899	+	0.011070813851728138	0.011070813851728138
BA000007.3	BA000007.3_249	286245	287984	-	0.013521982485904114	0.013521982485904114
BA000007.3	BA000007.3_250	288079	288714	+	0.0025813643457456934	0.0025813643457456934
BA000007.3	BA000007.3_251	288785	289840	+	0.007329370115484951	0.007329370115484951
BA000007.3	BA000007.3_252	289892	290185	+	0.00787878885383152	0.00787878885383152
BA000007.3	BA000007.3_253	290188	290586	+	0.010269327262074494	0.010269327262074494
BA000007.3	BA000007.3_254	290671	291048	+	0.005432521806646422	0.005432521806646422
BA000007.3	BA000007.3_255	291355	291621	+	0.009983648092066477	0.009983648092066477
BA000007.3	BA000007.3_256	291590	292090	+	0.000733910688742213	0.000733910688742213
BA000007.3	BA000007.3_257	292147	293604	-	0.0027934680452137185	0.0027934680452137185
BA000007.3	BA000007.3_258	293865	294323	+	0.004083075811332444	0.004083075811332444
BA000007.3	BA000007.3_259	294415	295659	+	0.025042794102778956	0.025042794102778956
BA000007.3	BA000007.3_260	295717	296118	+	0.0184186329929338	0.0184186329929338
BA000007.3	BA000007.3_261	296157	297212	-	0.002681548080115398	0.002681548080115398
BA000007.3	BA000007.3_262	297500	298603	+	0.00003530095177726903	0.00003530095177726903
BA000007.3	BA000007.3_263	298615	299868	+	0.0038100317213796467	0.0038100317213796467
BA000007.3	BA000007.3_264	300073	301047	-	0.003761329891862211	0.003761329891862211
BA000007.3	BA000007.3_265	301423	301812	-	0.007432482227307506	0.007432482227307506
BA000007.3	BA000007.3_266	301940	302653	-	0.0008333503598110623	0.0008333503598110623
BA000007.3	BA000007.3_267	302754	302954	+	0.033947361403115696	0.033947361403115696
BA000007.3	BA000007.3_268	303073	303366	+	0.03199910493508672	0.03199910493508672
BA000007.3	BA000007.3_269	303399	304007	+	0.02983364594345229	0.02983364594345229
BA000007.3	BA000007.3_270	304031	304321	+	0.02742549762987987	0.02742549762987987
BA000007.3	BA000007.3_271	304318	304629	+	0.023586792268616624	0.023586792268616624
BA000007.3	BA000007.3_272	304629	305423	+	0.023871654597680838	0.023871654597680838
BA000007.3	BA000007.3_273	305423	306016	+	0.02651432007043016	0.02651432007043016
BA000007.3	BA000007.3_274	305988	306431	-	0.028888785315537263	0.028888785315537263
BA000007.3	BA000007.3_275	306452	306862	-	0.031023299463105853	0.031023299463105853
BA000007.3	BA000007.3_276	306892	307446	+	0.010052511367787577	0.010052511367787577
BA000007.3	BA000007.3_277	307504	308277	-	0.014117346771803117	0.014117346771803117
BA000007.3	BA000007.3_278	309101	309844	+	0.00840478125855585	0.00840478125855585
BA000007.3	BA000007.3_279	309886	310239	-	0.00932835321868614	0.00932835321868614
BA000007.3	BA000007.3_280	310807	311988	+	0.00815522591648104	0.00815522591648104
BA000007.3	BA000007.3_281	311992	312408	+	0.01933282339272405	0.01933282339272405
BA000007.3	BA000007.3_282	312381	312998	+	0.01588377441694419	0.01588377441694419
BA000007.3	BA000007.3_283	312998	313456	+	0.017336026714829422	0.017336026714829422
BA000007.3	BA000007.3_284	313449	314081	+	0.007728057686778688	0.007728057686778688
BA000007.3	BA000007.3_285	314112	314702	+	0.02283611859236717	0.02283611859236717
BA000007.3	BA000007.3_286	314702	315268	+	0.01978724393724991	0.01978724393724991
BA000007.3	BA000007.3_287	315678	315950	-	0.019718520689263937	0.019718520689263937
BA000007.3	BA000007.3_288	315956	316507	-	0.022922435722200478	0.022922435722200478
BA000007.3	BA000007.3_289	316504	317256	-	0.025798888446962008	0.025798888446962008
BA000007.3	BA000007.3_290	318190	318450	+	0.0059358777720185905	0.0059358777720185905
BA000007.3	BA000007.3_291	318447	319004	+	0.013945314062255128	0.013945314062255128
BA000007.3	BA000007.3_292	319001	319222	+	0.014511576568244885	0.014511576568244885
BA000007.3	BA000007.3_293	319222	319545	+	0.018143095650916242	0.018143095650916242
BA000007.3	BA000007.3_294	319559	321892	+	0.0002729979276472173	0.0002729979276472173
BA000007.3	BA000007.3_295	322025	322981	-	0.013277469449342695	0.013277469449342695
BA000007.3	BA000007.3_296	323657	324556	-	0.009115037791316118	0.009115037791316118
BA000007.3	BA000007.3_297	324655	325377	+	0.012134873692830183	0.012134873692830183
BA000007.3	BA000007.3_298	325544	325822	+	0.012485863599003713	0.012485863599003713
BA000007.3	BA000007.3_299	326525	327427	-	0.0093056895827033	0.0093056895827033
BA000007.3	BA000007.3_300	327673	328731	+	0.007309027265234307	0.007309027265234307
BA000007.3	BA000007.3_301	328873	330000	+	0.012047875164486526	0.012047875164486526
BA000007.3	BA000007.3_302	330179	331135	-	0.005794799361305574	0.005794799361305574
BA000007.3	BA000007.3_303	331145	333343	-	0.032067179982533583	0.032067179982533583
BA000007.3	BA000007.3_304	333340	334296	-	0.03693993628156424	0.03693993628156424
BA000007.3	BA000007.3_305	334293	334982	-	0.035477305118964554	0.035477305118964554
BA000007.3	BA000007.3_306	335400	336014	+	0.03562502285525628	0.03562502285525628
BA000007.3	BA000007.3_307	336904	337614	-	0.0340165940379877	0.0340165940379877
BA000007.3	BA000007.3_308	337583	339226	-	0.03653291760723212	0.03653291760723212
BA000007.3	BA000007.3_309	339216	341741	-	0.04485869285356543	0.04485869285356543
BA000007.3	BA000007.3_310	341767	342435	-	0.05404863393034992	0.05404863393034992
BA000007.3	BA000007.3_311	342493	343080	-	0.06419870516177371	0.06419870516177371
BA000007.3	BA000007.3_312	343155	343697	-	0.07541489686029322	0.07541489686029322
BA000007.3	BA000007.3_313	344522	344713	+	0.07305180409086458	0.07305180409086458
BA000007.3	BA000007.3_314	344783	344923	-	0.00016024784952191627	0.00016024784952191627
BA000007.3	BA000007.3_315	344923	345189	-	0.000010918341946453401	0.000010918341946453401
BA000007.3	BA000007.3_316	345450	345830	+	0.02389358955216082	0.02389358955216082
BA000007.3	BA000007.3_317	345827	346174	+	0.020966157364509436	0.020966157364509436
BA000007.3	BA000007.3_318	346224	347762	+	0.017704462599892806	0.017704462599892806
BA000007.3	BA000007.3_319	348574	349716	-	0.015180373026376528	0.015180373026376528
BA000007.3	BA000007.3_320	349951	350871	-	0.017394550536608797	0.017394550536608797
BA000007.3	BA000007.3_321	351028	351954	+	0.01183779092475004	0.01183779092475004
BA000007.3	BA000007.3_322	352242	352598	-	0.016573191306507425	0.016573191306507425
BA000007.3	BA000007.3_323	352791	353366	-	0.016961372700207058	0.016961372700207058
BA000007.3	BA000007.3_324	353932	358185	+	0.020311072513543513	0.020311072513543513
BA000007.3	BA000007.3_325	358306	359163	-	0.011067217596068815	0.011067217596068815
BA000007.3	BA000007.3_326	359412	360281	+	0.013271369212405165	0.013271369212405165
BA000007.3	BA000007.3_327	360441	361034	-	0.017001985832987346	0.017001985832987346
BA000007.3	BA000007.3_328	361391	362716	-	9.332291256181213e-7	9.332291256181213e-7
BA000007.3	BA000007.3_329	362942	363796	+	0.005077297291263535	0.005077297291263535
BA000007.3	BA000007.3_330	364323	365042	+	0.006316239993905402	0.006316239993905402
BA000007.3	BA000007.3_331	365053	366480	+	0.006243303149174014	0.006243303149174014
BA000007.3	BA000007.3_332	366473	367168	+	0.03226249079100005	0.03226249079100005
BA000007.3	BA000007.3_333	367663	368079	-	0.03501721227406402	0.03501721227406402
BA000007.3	BA000007.3_334	368261	368473	-	0.033285515949912366	0.033285515949912366
BA000007.3	BA000007.3_335	368427	369521	-	0.03136112890031028	0.03136112890031028
BA000007.3	BA000007.3_336	369563	370324	-	0.029110481277623303	0.029110481277623303
BA000007.3	BA000007.3_337	370341	370481	-	0.026485102336117904	0.026485102336117904
BA000007.3	BA000007.3_338	371105	371272	-	0.028153485661566398	0.028153485661566398
BA000007.3	BA000007.3_339	372408	372542	+	0.03384081175197991	0.03384081175197991
BA000007.3	BA000007.3_340	372971	373222	+	0.04011210414688658	0.04011210414688658
BA000007.3	BA000007.3_341	373224	374912	-	0.04703284970103717	0.04703284970103717
BA000007.3	BA000007.3_342	374926	376398	-	0.021759867641829942	0.021759867641829942
BA000007.3	BA000007.3_343	376412	376999	-	0.020192299519051944	0.020192299519051944
BA000007.3	BA000007.3_344	377128	379161	+	0.009216230614917144	0.009216230614917144
BA000007.3	BA000007.3_345	379735	383718	+	0.006868706457409046	0.006868706457409046
BA000007.3	BA000007.3_346	383860	384948	+	0.002878939107022625	0.002878939107022625
BA000007.3	BA000007.3_347	384990	385250	-	0.017336380526779098	0.017336380526779098
BA000007.3	BA000007.3_348	385211	385921	-	0.01362329475233945	0.01362329475233945
BA000007.3	BA000007.3_349	386013	386315	-	0.02084388549473048	0.02084388549473048
BA000007.3	BA000007.3_350	386778	387383	+	0.01750879168088151	0.01750879168088151
BA000007.3	BA000007.3_351	387423	388286	+	0.019226793450994626	0.019226793450994626
BA000007.3	BA000007.3_352	388276	389823	+	0.011037802635781812	0.011037802635781812
BA000007.3	BA000007.3_353	389823	391241	+	0.016606023524508233	0.016606023524508233
BA000007.3	BA000007.3_354	391267	391587	+	0.01864674661605384	0.01864674661605384
BA000007.3	BA000007.3_355	391756	392706	+	0.01726696027506723	0.01726696027506723
BA000007.3	BA000007.3_356	392716	394098	+	0.008538347334792385	0.008538347334792385
BA000007.3	BA000007.3_357	394397	394807	+	0.012777446005979706	0.012777446005979706
BA000007.3	BA000007.3_358	395058	396044	+	0.008493090216259795	0.008493090216259795
BA000007.3	BA000007.3_359	396093	396353	+	0.01263652465085997	0.01263652465085997
BA000007.3	BA000007.3_360	396399	397577	+	0.016322407822235013	0.016322407822235013
BA000007.3	BA000007.3_361	397570	398541	+	0.005716663862016475	0.005716663862016475
BA000007.3	BA000007.3_362	398538	399494	+	0.002953472593980477	0.002953472593980477
BA000007.3	BA000007.3_363	399581	400630	+	0.002744773067412818	0.002744773067412818
BA000007.3	BA000007.3_364	400873	401688	+	0.018094283192305487	0.018094283192305487
BA000007.3	BA000007.3_365	402366	402998	-	0.01450267347539359	0.01450267347539359
BA000007.3	BA000007.3_366	403184	403459	+	0.014571635252913037	0.014571635252913037
BA000007.3	BA000007.3_367	403557	405143	-	0.010244823971134267	0.010244823971134267
BA000007.3	BA000007.3_368	405382	406272	+	0.014319255993653655	0.014319255993653655
BA000007.3	BA000007.3_369	406428	407597	+	0.0025424213486631105	0.0025424213486631105
BA000007.3	BA000007.3_370	407631	409082	+	0.006170981609257987	0.006170981609257987
BA000007.3	BA000007.3_371	409122	411008	+	0.0004709215395154891	0.0004709215395154891
BA000007.3	BA000007.3_372	411902	413161	+	0.008533667508425232	0.008533667508425232
BA000007.3	BA000007.3_373	413151	414434	+	0.004119869286613784	0.004119869286613784
BA000007.3	BA000007.3_374	414567	415466	-	0.005009580227762938	0.005009580227762938
BA000007.3	BA000007.3_375	415576	416235	+	0.003527881585590873	0.003527881585590873
BA000007.3	BA000007.3_376	416266	416736	+	0.007792179857970688	0.007792179857970688
BA000007.3	BA000007.3_377	416742	417923	+	0.002730824125633083	0.002730824125633083
BA000007.3	BA000007.3_378	418026	418637	-	0.004495248396291365	0.004495248396291365
BA000007.3	BA000007.3_379	418703	419956	-	0.00584156712558062	0.00584156712558062
BA000007.3	BA000007.3_380	420008	423082	-	0.004020782018216649	0.004020782018216649
BA000007.3	BA000007.3_381	423205	424296	-	0.006831611982427189	0.006831611982427189
BA000007.3	BA000007.3_382	424324	425277	-	0.013731458450364158	0.013731458450364158
BA000007.3	BA000007.3_383	425297	426073	-	0.023666468736640384	0.023666468736640384
BA000007.3	BA000007.3_384	426188	427135	-	0.03423772690859183	0.03423772690859183
BA000007.3	BA000007.3_385	427212	428876	+	0.047562550783912756	0.047562550783912756
BA000007.3	BA000007.3_386	428878	429822	+	0.00010046505599039244	0.00010046505599039244
BA000007.3	BA000007.3_387	429840	430706	+	0.006456577871945575	0.006456577871945575
BA000007.3	BA000007.3_388	430716	431525	+	0.006902600836066967	0.006902600836066967
BA000007.3	BA000007.3_389	431522	432472	+	0.009625517914198925	0.009625517914198925
BA000007.3	BA000007.3_390	432469	433482	+	0.010770944838653691	0.010770944838653691
BA000007.3	BA000007.3_391	433658	434869	+	0.004271654868710787	0.004271654868710787
BA000007.3	BA000007.3_392	434971	435510	+	0.011490034884778065	0.011490034884778065
BA000007.3	BA000007.3_393	435635	436468	-	0.007079652397850508	0.007079652397850508
BA000007.3	BA000007.3_394	436561	437670	-	0.014257953238713397	0.014257953238713397
BA000007.3	BA000007.3_395	437705	437980	-	0.013577795514618083	0.013577795514618083
BA000007.3	BA000007.3_396	438140	439186	-	0.004205960184812767	0.004205960184812767
BA000007.3	BA000007.3_397	439198	441276	-	0.013435645841121056	0.013435645841121056
BA000007.3	BA000007.3_398	441345	442376	-	0.011140056056028854	0.011140056056028854
BA000007.3	BA000007.3_399	442373	443677	-	0.021489005767477594	0.021489005767477594
BA000007.3	BA000007.3_400	443762	445303	-	0.015994190136392666	0.015994190136392666
BA000007.3	BA000007.3_401	445303	445932	-	0.029109619189486794	0.029109619189486794
BA000007.3	BA000007.3_402	446235	447197	+	0.021515599465665256	0.021515599465665256
BA000007.3	BA000007.3_403	447210	447977	+	0.18126985934888887	0.18126985934888887
BA000007.3	BA000007.3_404	447974	448801	+	0.1945301289251912	0.1945301289251912
BA000007.3	BA000007.3_405	448798	449649	+	0.3416887381240216	0.3416887381240216
BA000007.3	BA000007.3_406	449756	450730	-	0.32456209295398386	0.32456209295398386
BA000007.3	BA000007.3_407	451256	454198	+	0.3091445616885389	0.3091445616885389
BA000007.3	BA000007.3_408	454286	454909	+	0.30269253560439396	0.30269253560439396
BA000007.3	BA000007.3_409	454910	456067	-	0.29701357617094765	0.29701357617094765
BA000007.3	BA000007.3_410	456113	456214	-	0.2920483818649834	0.2920483818649834
BA000007.3	BA000007.3_411	456419	457639	+	0.2948861766124534	0.2948861766124534
BA000007.3	BA000007.3_412	457652	458746	+	0.2765356112537099	0.2765356112537099
BA000007.3	BA000007.3_413	458805	459113	-	0.2600062173078639	0.2600062173078639
BA000007.3	BA000007.3_414	459373	459585	+	0.24352669576646246	0.24352669576646246
BA000007.3	BA000007.3_415	459609	460703	-	0.22835544438332894	0.22835544438332894
BA000007.3	BA000007.3_416	461166	461426	+	0.21879026584765804	0.21879026584765804
BA000007.3	BA000007.3_417	461527	462942	+	0.06471527745386674	0.06471527745386674
BA000007.3	BA000007.3_418	463061	463381	+	0.06913824709522294	0.06913824709522294
BA000007.3	BA000007.3_419	463483	464598	+	0.008600243878179382	0.008600243878179382
BA000007.3	BA000007.3_420	464615	465424	-	0.004059456551494736	0.004059456551494736
BA000007.3	BA000007.3_421	465544	466002	+	0.000020593594495358412	0.000020593594495358412
BA000007.3	BA000007.3_422	466185	466709	+	0.003840361551245664	0.003840361551245664
BA000007.3	BA000007.3_423	466759	466950	+	0.03251398338503437	0.03251398338503437
BA000007.3	BA000007.3_424	467208	467885	+	0.03055897271585075	0.03055897271585075
BA000007.3	BA000007.3_425	467957	468241	+	0.028384983780755577	0.028384983780755577
BA000007.3	BA000007.3_426	468385	470664	+	0.025966417122987417	0.025966417122987417
BA000007.3	BA000007.3_427	470661	471110	+	0.023274432579769234	0.023274432579769234
BA000007.3	BA000007.3_428	471195	472172	-	0.027420706520117796	0.027420706520117796
BA000007.3	BA000007.3_429	472231	473139	+	0.033615694996647495	0.033615694996647495
BA000007.3	BA000007.3_430	473282	474550	-	0.04044608468008623	0.04044608468008623
BA000007.3	BA000007.3_431	474592	477735	-	0.009848992988599153	0.009848992988599153
BA000007.3	BA000007.3_432	477732	478934	-	0.017204537080861924	0.017204537080861924
BA000007.3	BA000007.3_433	479124	479813	+	0.01641260813064392	0.01641260813064392
BA000007.3	BA000007.3_434	479871	481166	+	0.020667716589743784	0.020667716589743784
BA000007.3	BA000007.3_435	481573	482892	+	0.023637173767787366	0.023637173767787366
BA000007.3	BA000007.3_436	482968	484341	+	0.00012043711809611753	0.00012043711809611753
BA000007.3	BA000007.3_437	484497	486314	+	0.00989063101539089	0.00989063101539089
BA000007.3	BA000007.3_438	486502	487947	+	0.009774096145929764	0.009774096145929764
BA000007.3	BA000007.3_439	487968	488549	-	0.012681455688214513	0.012681455688214513
BA000007.3	BA000007.3_440	488642	489712	+	0.00024688540579745214	0.00024688540579745214
BA000007.3	BA000007.3_441	489767	490894	+	0.0034789134817311547	0.0034789134817311547
BA000007.3	BA000007.3_442	490917	491249	+	0.000011159829296578041	0.000011159829296578041
BA000007.3	BA000007.3_443	491310	493124	+	4.111852294580778e-6	4.111852294580778e-6
BA000007.3	BA000007.3_444	493135	494106	+	7.799366059258451e-6	7.799366059258451e-6
BA000007.3	BA000007.3_445	494257	494499	+	0.005123696165833972	0.005123696165833972
BA000007.3	BA000007.3_446	494492	494773	+	0.000012238119261024713	0.000012238119261024713
BA000007.3	BA000007.3_447	494861	495208	+	0.00336047308305944	0.00336047308305944
BA000007.3	BA000007.3_448	495385	496269	-	0.009787155855543857	0.009787155855543857
BA000007.3	BA000007.3_449	496568	497107	-	0.010689085341289187	0.010689085341289187
BA000007.3	BA000007.3_450	497258	497707	+	0.00029561306799155587	0.00029561306799155587
BA000007.3	BA000007.3_451	497711	498814	+	0.001999788319171662	0.001999788319171662
BA000007.3	BA000007.3_452	498903	499373	+	0.0001072874603705325	0.0001072874603705325
